Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP3230003Y,220058069,Montgomery County Police,Injury Crash,12/31/2022 09:20:00 PM,,,,,14123 WEEPING WILLOW DR,,PEDESTRIAN,SINGLE VEHICLE,RAINING,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,290E9B74-E35F-4D62-99C2-B56E4ED6169A,PEDESTRIAN,Walking/Riding against Traffic,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,39.089525,-77.066725,"(39.089525, -77.066725)"
MCP30310010,170517158,Montgomery County Police,Injury Crash,07/03/2017 06:24:00 PM,Maryland (State),NEW HAMPSHIRE AVE,County,MIDLAND RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,7D961E90-B12C-49F5-A422-A5DE2272E3B9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.077535,-77.00173333,"(39.077535, -77.00173333)"
MCP3064001T,190007943,Montgomery County Police,Injury Crash,02/19/2019 07:30:00 AM,County,MONTICELLO AVE,County,KERSEY RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,D1D9EDFB-7C38-4B77-A3C2-8B4801E49747,PEDESTRIAN,Cross/Enter at Intersection,OTHER,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.043759,-77.02953433,"(39.043759, -77.02953433)"
DD5637002D,210016410,Rockville Police Departme,Injury Crash,05/02/2021 05:30:00 PM,Other Public Roadway,GRAND CHAMPION DR,Municipality,REDLAND BLVD,,ROCKVILLE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B2DF4689-3C61-4FB4-9BFF-379B62EC72EB,BICYCLIST,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.09343992,-77.14330512,"(39.09343992, -77.14330512)"
MCP2967000G,15030920,Montgomery County Police,Injury Crash,06/24/2015 10:57:00 PM,County,MARINELLI RD,Maryland (State),ROCKVILLE PIKE,,N/A,PEDESTRIAN,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,D059832F-7F86-4259-AA88-6C47404710B1,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,UNKNOWN,,SUSPECTED SERIOUS INJURY,NONE,39.04727745,-77.11285472,"(39.04727745, -77.11285472)"
MCP3197001B,200006682,Montgomery County Police,Injury Crash,02/09/2020 09:07:00 PM,Maryland (State),VEIRS MILL RD,County,CLARIDGE RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,99940A9A-8E21-49B1-8ACA-6A306B186D27,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.04881333,-77.06892383,"(39.04881333, -77.06892383)"
MCP24690019,16047129,Montgomery County Police,Injury Crash,09/14/2016 01:59:00 PM,,,,,PARKING LOT OF 2505 PROSPERITY TER,,PEDESTRIAN,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B5E8805F-7A0E-40FE-86FA-7F57858DE029,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.05997333,-76.960945,"(39.05997333, -76.960945)"
MCP2846006H,200047245,Montgomery County Police,Injury Crash,11/30/2020 05:30:00 PM,Maryland (State),UNIVERSITY BLVD W,County,INWOOD AVE,,N/A,PEDESTRIAN,OTHER,CLEAR,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,EE79D4F1-F794-4973-9D89-BF5034969DF2,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,UNKNOWN,39.03897333,-77.06001667,"(39.03897333, -77.06001667)"
MCP235300BS,230022332,Montgomery County Police,Injury Crash,05/10/2023 06:29:00 AM,Maryland (State),CONNECTICUT AVE,County,DECATUR AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,A9491846-3062-4422-BB56-0904E1B6D732,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.03380833,-77.07521817,"(39.03380833, -77.07521817)"
MCP29670009,15022674,Montgomery County Police,Injury Crash,05/12/2015 03:24:00 PM,Maryland (State),WISCONSIN AVE,Municipality,DORSET AVE,,SOMERSET,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,302EE51D-0D4F-474C-9089-3B98CA3B76BD,PEDESTRIAN,Walking/Riding against Traffic,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,UNKNOWN,,POSSIBLE INJURY,N/A,38.96738392,-77.08868265,"(38.96738392, -77.08868265)"
MCP137800S9,190046402,Montgomery County Police,Injury Crash,09/27/2019 05:31:00 PM,Municipality,ODENDHAL AVE,Maryland (State),FREDERICK RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,7A588CBC-E0F0-4103-BA5B-A612F4C7D9C9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,N/A,39.14905667,-77.20646333,"(39.14905667, -77.20646333)"
MCP2976002M,170517191,Montgomery County Police,Injury Crash,07/04/2017 11:13:00 AM,Maryland (State),GEORGIA AVE,County,FENWICK LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,N/A,43E53763-101B-4553-B1DB-9A49B178EEC5,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,N/A,38.99820818,-77.03061819,"(38.99820818, -77.03061819)"
MCP3059006T,210033524,Montgomery County Police,Injury Crash,08/27/2021 08:50:00 PM,County,BRANDERMILL DR,Unknown,STONEY POINT WAY,,N/A,PEDESTRIAN,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,B35BDCBB-6749-4E1D-94CF-D3C9F821B3B9,PEDESTRIAN,Getting off/on Vehicle,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,39.184555,-77.236745,"(39.184555, -77.236745)"
DM8445001H,17515696,Takoma Park Police Depart,Injury Crash,06/25/2017 02:55:00 PM,,,,,"COLLISION OCCURRED WITHIN THE LOT OF 7551 NEW HAMPSHIRE AVE. TAKOMA PARK, MD - CAR WASH",,"OTHER, PEDESTRIAN",SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,,N/A,856065A4-3FBA-4C8A-B73E-B5216814FAC0,OTHER,N/A,OTHER,N/A,N/A,N/A,Yes,NO APPARENT INJURY,N/A,38.98556444,-76.98794156,"(38.98556444, -76.98794156)"
MCP3093000J,180028856,Montgomery County Police,Injury Crash,06/11/2018 03:29:00 PM,Maryland (State),EAST WEST HWY,Other Public Roadway,CAREY LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,N/A,N/A,N/A,2082EF03-AD73-458C-A3FC-FDE7A43A3352,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,N/A,Yes,POSSIBLE INJURY,NONE,38.995275,-77.038705,"(38.995275, -77.038705)"
DD5615002Q,16056048,Rockville Police Departme,Injury Crash,10/31/2016 11:41:00 AM,Municipality,WOOTTON PKWY,Maryland (State),ROCKVILLE PIKE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,25D61784-FD7C-4580-8F90-EB99937EF3CB,PEDESTRIAN,Walking to/from school,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.076525,-77.13979167,"(39.076525, -77.13979167)"
MCP2298007N,16006994,Montgomery County Police,Injury Crash,02/10/2016 07:21:00 PM,Maryland (State),GREAT SENECA HWY,Unknown,GROTTO LA,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,NONE DETECTED,FD5BE2CB-9138-4540-AAB7-517F00F4034E,PEDESTRIAN,Cross/Enter at Intersection,NOT VISIBLE,MEDIAN,N/A,DARK CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.16792833,-77.26765,"(39.16792833, -77.26765)"
EJ7863000Q,17002486,Gaithersburg Police Depar,Injury Crash,01/14/2017 07:04:00 PM,County,CONTOUR RD,County,LOST KNIFE RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,491F4EAD-630D-4B1A-801B-BB4368B3F9CA,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.15495683,-77.20097065,"(39.15495683, -77.20097065)"
DD5643000L,200013298,Rockville Police Departme,Injury Crash,03/19/2020 03:24:00 PM,Maryland (State),ROCKVILLE PIKE,Municipality,EDMONSTON DR,,ROCKVILLE,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,D3F7C1F1-1CEA-4C69-B6E2-0C9ADCF5E4F8,PEDESTRIAN,Walking/Cycling on Sidewalk,N/A,SIDEWALK,N/A,MIXED CLOTHING,Unknown,POSSIBLE INJURY,NONE,39.07531982,-77.13715639,"(39.07531982, -77.13715639)"
MCP2559000K,16004074,Montgomery County Police,Injury Crash,01/24/2016 12:48:00 PM,Municipality,FIRSTFIELD RD,Maryland (State),QUINCE ORCHARD RD,,N/A,PEDESTRIAN,OTHER,N/A,SNOW,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,8321D1E6-690F-4DCF-9818-71256CB78DBD,PEDESTRIAN,Other,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.1453221,-77.2215499,"(39.1453221, -77.2215499)"
MCP1366005N,17004075,Montgomery County Police,Injury Crash,01/24/2017 06:47:00 AM,Municipality,PLEASANT DR,Municipality,CROOKED CREEK DR,,ROCKVILLE,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,NONE DETECTED,25601E8A-8A63-4818-9EF7-773CB2E72A9C,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.11268,-77.16970167,"(39.11268, -77.16970167)"
MCP9133000F,15050126,MONTGOMERY,Injury Crash,10/03/2015 01:13:00 PM,,,,,Parking Lot of 20510 Frederick Rd,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,BC2E8A54-C863-4F62-885A-88C02352AA63,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,N/A,No,SUSPECTED MINOR INJURY,NONE,39.19242167,-77.24277333,"(39.19242167, -77.24277333)"
MCP22540007,15036935,MONTGOMERY,Injury Crash,07/26/2015 01:27:00 PM,County,TAILOR SHOP PLACE,Unknown,GUARDRAIL,,N/A,OTHER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,7982B346-3115-47D0-A39C-D7F4B0C86A95,OTHER,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.24363833,-77.281995,"(39.24363833, -77.281995)"
MCP29770090,220027756,Montgomery County Police,Injury Crash,06/28/2022 08:37:00 AM,County,TIMBERWOOD AVE,US (State),COLESVILLE RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,2D2A3239-FDF5-4974-8570-5B335230016F,PEDESTRIAN,Getting off/on Vehicle,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,OTHER,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.02165167,-77.01238833,"(39.02165167, -77.01238833)"
HA2483000W,22001096,Maryland-National Capital,Property Damage Crash,06/30/2022 03:50:00 PM,Government,LITTLE FALLS PKWY,County,ARLINGTON RD,,N/A,OTHER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,D7F2ACB2-006B-4E84-909D-94960C9CECE8,OTHER,N/A,N/A,N/A,N/A,N/A,Unknown,NO APPARENT INJURY,N/A,38.97287633,-77.100504,"(38.97287633, -77.100504)"
MCP2846008H,230002149,Montgomery County Police,Injury Crash,01/13/2023 05:20:00 PM,Maryland (State),UNIVERSITY BLVD W,County,AMHERST AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,3DF59CFC-50D1-4A3D-801C-7FBC4F97F059,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.041445,-77.04847333,"(39.041445, -77.04847333)"
MCP1301001P,210046973,Montgomery County Police,Fatal Crash,11/19/2021 08:22:00 AM,Maryland (State),GEORGIA AVE,County,MASON ST,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,UNKNOWN,6963838A-7455-428B-B350-E82F0AF470B7,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,FATAL INJURY,N/A,39.05534,-77.05017833,"(39.05534, -77.05017833)"
DD56100023,16055305,Rockville Police Departme,Injury Crash,10/27/2016 02:02:00 PM,Municipality,GRANDIN AVE,Municipality,WOODLAND RD,,ROCKVILLE,OTHER,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,N/A,106F4321-F327-4D4D-B13C-46A78E48C2D3,OTHER,N/A,N/A,N/A,N/A,N/A,No,NO APPARENT INJURY,N/A,39.08715617,-77.14474717,"(39.08715617, -77.14474717)"
EJ7809002R,210042155,Gaithersburg Police Depar,Injury Crash,10/20/2021 02:19:00 PM,,,,,"842 MUDDY BRANCH RD. (GIANT FOOD PARKING LOT) GAITHERSBURG, MD. 20878",,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,E8588356-A497-493D-951C-628DE63774ED,PEDESTRIAN,N/A,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.11471596,-77.21704388,"(39.11471596, -77.21704388)"
MCP30500048,200000755,Montgomery County Police,Injury Crash,01/05/2020 04:07:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),CONNECTICUT AVE,,N/A,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,F69D0C7D-A5BC-49D5-B003-94F82DD88EFC,BICYCLIST,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,NONE,39.084985,-77.07835667,"(39.084985, -77.07835667)"
MCP913000G1,230027282,Montgomery County Police,Injury Crash,06/07/2023 08:46:00 AM,County,MT PISGAH RD,County,OAKVIEW DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,34AC1F1F-0B53-4965-BA10-AF370CC77242,PEDESTRIAN,Cross/Enter not at Intersection,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,NONE,39.01530833,-76.97674317,"(39.01530833, -76.97674317)"
MCP15120016,170531827,Montgomery County Police,Injury Crash,09/20/2017 09:08:00 PM,Municipality,LONGDRAFT RD,Maryland (State),CLOPPER RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C232BDC8-91B5-48CD-A677-212F43561309,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,N/A,39.14820667,-77.23791333,"(39.14820667, -77.23791333)"
MCP3208002X,220014231,Montgomery County Police,Injury Crash,04/03/2022 10:34:00 PM,County,DIXON AVE,County,WAYNE AVE,,N/A,PEDESTRIAN,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,ALCOHOL PRESENT,296DAB33-C360-4CA5-B9E9-BBC017124370,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,38.99424667,-77.02813,"(38.99424667, -77.02813)"
MCP2881001D,16016087,Montgomery County Police,Injury Crash,04/02/2016 12:53:00 PM,County,CRYSTAL ROCK DR,Maryland (State),GERMANTOWN RD,,N/A,PEDESTRIAN,OTHER,CLEAR,N/A,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,9D260BB3-19D3-4DC4-B54C-A73097E68DC2,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,NONE,39.17998167,-77.26487667,"(39.17998167, -77.26487667)"
MCP30180019,170524271,Montgomery County Police,Injury Crash,08/09/2017 09:00:00 AM,,,,,"PARKING LOT OF PANERA BREAD LOCATED AT 8541 GEORGIA AVENUE, SILVER SPRING, MD 20901",,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,3820D825-3AEA-47D9-A0F1-CA1C07DC8A56,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.9960736,-77.02783942,"(38.9960736, -77.02783942)"
DM8434001Q,190007387,Takoma Park Police Depart,Injury Crash,02/15/2019 12:41:00 PM,,,,,"PARKING LOT WELLS FARGO
1175 UNIVERSITY BLVD E",,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,70A2212E-6CBF-4F8B-831A-CBFE51197272,PEDESTRIAN,Other,UNKNOWN,ON ROADWAY AT CROSSWALK,OTHER,DARK CLOTHING,No,POSSIBLE INJURY,NONE,38.98933333,-76.98869833,"(38.98933333, -76.98869833)"
MCP2384000T,15008804,Montgomery County Police,Injury Crash,02/24/2015 06:45:00 PM,County,SANGAMORE RD,County,SENTINEL RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,UNKNOWN,NONE DETECTED,D8F82FF1-CCE2-4891-8992-EBF43F8F6B87,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,38.95055333,-77.12055167,"(38.95055333, -77.12055167)"
MCP2962003R,190014377,Montgomery County Police,Injury Crash,03/28/2019 02:47:00 PM,,,,,19000 BLK CENTURY BLVD,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,STOP SIGN,UNKNOWN,NONE DETECTED,55A56D03-9AA3-4267-8EF9-EAF216C2F9EF,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,N/A,DARK CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.18277554,-77.26083248,"(39.18277554, -77.26083248)"
MCP3161003V,220017123,Montgomery County Police,Injury Crash,04/22/2022 02:50:00 PM,,,,,10821 CONNECTICUT AVE PARKING LOT,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,73C7F462-9691-48FF-8DA9-FDD3B41A4247,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.03365333,-77.07431167,"(39.03365333, -77.07431167)"
MCP2934004Z,220037915,Montgomery County Police,Property Damage Crash,09/01/2022 04:06:00 PM,,,,,PARKING LOT OF 10400 OLD GEORGETOWN RD.,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,620474ED-067A-47DC-B2A3-6003D655DAE2,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,OTHER,LIGHT CLOTHING,No,NO APPARENT INJURY,NONE,39.026319,-77.127215,"(39.026319, -77.127215)"
MCP2362000K,15007717,Montgomery County Police,Injury Crash,02/16/2015 10:05:00 AM,,,,,Parking lot of 10121 New Hampshire Ave,,PEDESTRIAN,OTHER,CLOUDY,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,CBF3C8C1-EB3A-46E0-93F6-F0198D6A72DB,PEDESTRIAN,Standing,OTHER,OTHER,N/A,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,39.02194,-76.97585333,"(39.02194, -76.97585333)"
EJ7864000F,16051641,Gaithersburg Police Depar,Injury Crash,10/07/2016 06:10:00 AM,Municipality,FIRSTFIELD RD,Maryland (State),CLOPPER RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,N/A,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4AFB7ABF-0328-452B-9979-3A4FE79D3D4B,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.1437661,-77.22377881,"(39.1437661, -77.22377881)"
MCP9422001P,190015766,Montgomery County Police,Injury Crash,04/04/2019 11:27:00 PM,Maryland (State),NEW HAMPSHIRE AVE,County,THOMAS DR,,N/A,OTHER CONVEYANCE,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,546B6DF9-4924-4D3A-A878-BED81F927D7A,OTHER CONVEYANCE,Walking/Riding w/Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.066735,-77.00138667,"(39.066735, -77.00138667)"
MCP28090026,15045544,MONTGOMERY,Injury Crash,09/09/2015 01:40:00 PM,,,,,Parking lot of 12345 Georgia Avenue,,OTHER,OTHER,N/A,,DAYLIGHT,N/A,UNKNOWN,N/A,29788FD1-54F4-467E-A018-33BA5BD0DC45,OTHER,Other,NO IMPROPER ACTIONS,N/A,N/A,N/A,No,POSSIBLE INJURY,N/A,39.05783667,-77.04875833,"(39.05783667, -77.04875833)"
MCP242500BJ,170545293,Montgomery County Police,Injury Crash,11/28/2017 07:23:00 AM,Maryland (State),GEORGIA AVE,County,BELVEDERE BLVD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B436A305-1BF1-4C2E-BC3A-F47161228315,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.019555,-77.044105,"(39.019555, -77.044105)"
MCP3078004B,210043992,Montgomery County Police,Injury Crash,10/31/2021 08:08:00 PM,,,,,109 HEIL ROAD,,PEDESTRIAN,N/A,CLEAR,,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,68513824-C7E6-4E22-895D-778A21961867,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,POSSIBLE INJURY,NONE,39.09790333,-77.00586833,"(39.09790333, -77.00586833)"
MCP2966001F,16001609,Montgomery County Police,Injury Crash,01/09/2016 01:28:00 PM,,,,,CVS/KOREAN KORNER PARKING LOT-VEIRS MILL RD/RANDOLPH RD,,PEDESTRIAN,OTHER,RAINING,,DAYLIGHT,NO CONTROLS,NONE DETECTED,ALCOHOL CONTRIBUTED,1965E660-0C42-43E5-BF58-D8E80FD60ACE,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.05744,-77.08330333,"(39.05744, -77.08330333)"
