report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP2928000S,15036245,MONTGOMERY,Injury Crash,7/23/2015 8:11,County,BONIFANT ST,US (State),GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,00199F65-3F72-41E4-A36D-0301C8DCFF58,No,NO APPARENT INJURY,NOT DISTRACTED,DC,1BFCACDF-9480-4540-9328-5204945E372C,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,25,No,No,1998,FORD,P4D,NO MISUSE,38.99373333,-77.025875,A6B1D709-9B06-4685-BD08-849AE0236358,PEDESTRIAN,Cross/Enter not at Intersection,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD55950081,190052823,Rockville Police Departme,Injury Crash,11/2/2019 17:45,Maryland (State),ROCKVILLE PIKE,Municipality,TWINBROOK PKWY,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,CAAE2FDD-917E-446A-A8B6-5CE43899DB96,Yes,NO APPARENT INJURY,UNKNOWN,MD,224330E9-79CE-40E9-8903-F872439B6DC5,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,West,35,No,No,2016,CADILLAC,SW,UNKNOWN,39.05887808,-77.12129145,0B8BDC18-685A-4B63-87BC-838AE5E1E3D1,BICYCLIST,Other,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,UNKNOWN,NONE DETECTED
MCP1550002B,16044387,Montgomery County Police,Injury Crash,8/31/2016 7:30,County,ROCK SPRING DR,Maryland (State),OLD GEORGETOWN RD,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,D7FA1173-0208-4EE9-B032-203898B90F1B,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,9A56BBBB-FB05-41D4-AA42-EBAF9F20B59B,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,West,35,No,No,2011,LEXUS,LX570,NO MISUSE,38.98124,-77.12732833,4794EEFE-FAEF-40BC-9940-D0CC8F984239,BICYCLIST,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3126000C,180012207,Montgomery County Police,Injury Crash,3/10/2018 16:30,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,UNKNOWN,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,2BAB7380-B9DB-4B7F-AE8A-D9BD312E10CB,Yes,NO APPARENT INJURY,TALKING OR LISTENING TO CELLULAR PHONE,MD,3C2F0558-4C18-4C97-A925-F72E883DBB0C,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,Unknown,Unknown,15,No,No,2014,NISSAN,SW,NO MISUSE,39.17836,-77.23833,DC126F32-ECF9-4464-97DE-3EE1903A9524,PEDESTRIAN,Other,UNKNOWN,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,UNKNOWN
MCP3124001J,180058705,Montgomery County Police,Injury Crash,11/23/2018 18:00,Maryland (State),CONNECTICUT AVE,County,ASPEN HILL RD,PEDESTRIAN,OTHER,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,D247E3E3-CDEF-45D4-B3CB-1395F620ACEA,Unknown,NO APPARENT INJURY,NOT DISTRACTED,MD,9DA204EE-6F6E-49CE-A740-729CAB65EF35,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,45,No,No,2016,TOYOTA,CAMRY,NO MISUSE,39.08024052,-77.08069878,02786320-BBD7-45D4-AF83-1E709E4A80A2,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Unknown,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
HA24350002,17000229,Maryland-National Capital,Injury Crash,2/28/2017 13:47,County,WAYNE AVE,Government,SLIGO CREEK PKWY,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,99361238-45B3-47E6-8366-ED3959F9C327,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,495CE25C-ED76-422A-A2E9-5E0C791DE2DE,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,25,No,No,2011,HYUNDAI,SANTA FE,NO MISUSE,38.999865,-77.01059833,30359EC8-7F50-4C63-B828-816965A34540,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD5631000F,180023444,Rockville Police Departme,Injury Crash,5/24/2018 9:26,Municipality,W GUDE DR,Maryland (State),FREDERICK RD,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1549042E-DE16-4AF2-BEF4-16FFFB9F0F76,No,NO APPARENT INJURY,NOT DISTRACTED,MD,EE66B3D8-FC3E-45EB-AD04-1EA6E6A950F7,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,East,East,40,No,No,2001,FORD,E250,NO MISUSE,39.10668667,-77.15902333,FF584BBA-AD6E-4F4D-A3A5-8F3B85E40325,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP91060029,200035754,Montgomery County Police,Property Damage Crash,9/12/2020 11:51,County,BOWMAN MILL RD,Maryland (State),GERMANTOWN RD,BICYCLIST,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,F987950B-8AA1-4E87-A7A1-30C47CE148CB,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,F0187BF7-BA0C-4068-A3D2-BF65688B96A9,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,West,25,No,No,2017,HOND,4S,NO MISUSE,39.17514833,-77.27127167,8C98F35F-BE00-4E75-BA02-71670853CFBB,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2492001K,200050258,Montgomery County Police,Fatal Crash,12/22/2020 3:58,Maryland (State),GEORGIA AVE,Maryland (State),UNIVERSITY BLVD W,PEDESTRIAN,OTHER,CLEAR,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,ALCOHOL PRESENT,3A1165D9-E421-44FD-82AD-B89A680E6394,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,344ACD37-0CF2-4607-AD38-B10FFCD1BE5B,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,South,South,25,No,No,2001,HONDA,ODYSSEY,NO MISUSE,39.04149454,-77.05178448,35A79B1D-D5C2-4253-AC17-CF66F82D2A6E,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,FATAL INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
MCP3124003Z,210014266,Montgomery County Police,Injury Crash,4/16/2021 17:48,Maryland (State),GEORGIA AVE,County,RANDOLPH RD,BICYCLIST,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,89FC24BE-6FD8-4308-B5A2-629A90141A35,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,BF350462-A7C9-4D9A-8701-1E36AC2A9B31,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,North,35,No,No,2016,FORD,TK,NO MISUSE,39.05784,-77.04976833,9E9411C9-8C7D-49ED-A95A-A0F8DFEEE38E,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP9311000R,16047305,Montgomery County Police,Injury Crash,9/15/2016 9:31,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BD82A394-5EE7-4C68-817A-EE749D07DCCE,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,F7C9F78C-C0C2-4CBE-B883-D599237A4B00,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,Unknown,10,No,No,2010,TOYT,4S,NO MISUSE,39.02551333,-77.14379333,768D53E6-EAB1-4916-8113-10459AC1ED64,PEDESTRIAN,Other,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2789001J,15049793,MONTGOMERY,Injury Crash,10/1/2015 16:12,County,PATTON DR,County,MILES ST,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,36F7412B-CEC1-4031-BBAE-6DEDCB4566E0,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,AADA8165-0ADB-447D-8DFD-6EF54ECBD367,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,West,West,35,No,No,2014,SUBURU,XV CROSS TREK,NO MISUSE,39.00267333,-76.995375,0971972B-D3AA-4FD3-B5E9-66EC27A8FA6C,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP27080012,16016278,Montgomery County Police,Injury Crash,4/3/2016 15:58,Maryland (State),PINEY BRANCH RD,Unknown,ENT TO APTS,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,2E4A7913-6110-4A34-9DCB-B8DE0DD24FBA,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,1AB18EC3-B9F1-464B-A449-0BEF08258DFD,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,East,30,No,No,2007,INFINITI,G37,NO MISUSE,38.99974863,-76.99305989,1FA2E4C8-2AB7-4D6E-8C76-C13BC2CC7EF3,BICYCLIST,Walking/Riding against Traffic,WRONG WAY RIDING OR WALKING,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2996000B,16006181,Montgomery County Police,Injury Crash,2/5/2016 21:40,Maryland (State),FREDERICK RD,Interstate (State),NO NAME,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,UNKNOWN,6F75D208-CA2F-43BF-8C3E-ED4E43BB936D,No,NO APPARENT INJURY,NOT DISTRACTED,MD,F0FB9101-68AF-455F-A586-421F14D0DFC1,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,0,UNKNOWN,UNKNOWN,NO MISUSE,39.1230232,-77.17844144,F41117FE-B459-42CA-BD08-8F4BA41EAE79,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,UNKNOWN
MCP3039004M,200004175,Montgomery County Police,Injury Crash,1/25/2020 15:30,Maryland (State),PINEY BRANCH RD,County,RITCHIE AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,FAA6ABFA-BA03-4166-B1F6-2DD4AEC75277,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,41A45CF6-5049-46F1-900E-EA89D3D1978A,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,35,No,No,2009,TOYOTA,HIGHLANDER,NO MISUSE,38.98837167,-77.01235,2A3BDBED-3A59-49CD-9B8C-EC62BB3EA770,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP30390027,180020086,Montgomery County Police,Injury Crash,4/24/2018 15:40,Municipality,KENSINGTON PKWY,Municipality,WASHINGTON ST,BICYCLIST,OTHER,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,1F629EF7-D752-419C-88AA-DD42CFC0052E,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,7E7E112C-F696-4DCD-8F14-9B4E3323E68A,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM LANE,South,East,30,No,No,2015,HONDA,CRV,NO MISUSE,39.02185667,-77.07288833,9BC1E8B7-BC67-4292-B802-1451AA7D29D5,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3209001N,200036775,Montgomery County Police,Injury Crash,9/19/2020 17:58,US (State),GEORGIA AVE,County,BONIFANT ST,MACHINE OPERATOR,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,EFAF80F1-36B9-4147-B4CB-9756EA7792D8,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,VA,F1BE234A-4414-4CF2-AB9B-0AA6E57B0342,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,East,0,No,No,2004,KIA,SPECTRA,NO MISUSE,38.995595,-77.02453,63D83084-BA21-42FD-8F83-4BC89EF9EB32,MACHINE OPERATOR,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,MACHINE OPERATOR,NONE DETECTED,NONE DETECTED
MCP2358004N,180018877,Montgomery County Police,Property Damage Crash,4/18/2018 8:36,County,WINSTON DR,Maryland (State),RIVER RD,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,E14DF2EF-9A5F-40EE-8F72-0EC42968D155,Unknown,NO APPARENT INJURY,NOT DISTRACTED,IL,0C4D3EDD-3833-4299-B3FA-A70DB43FD4DB,NO DAMAGE,NON-COLLISION,NON-COLLISION,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,East,East,35,No,No,2011,ISUZU,TK,NO MISUSE,38.975546,-77.126119,8162FCCF-CAE7-41AF-B95E-FB5B240A9746,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,Unknown,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2968004B,220015977,Montgomery County Police,Injury Crash,4/15/2022 12:10,County,SHADY GROVE RD,Unknown,GUDELSKY WAY,OTHER PEDALCYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,3C457488-311A-429F-8E79-3CCEA8C0ACD6,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,DC,1CDA0BB2-BD81-4125-AE41-C6DDD38DB3E8,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,North,35,No,No,2021,TOYT,VENZA,NO MISUSE,39.09067667,-77.199705,1EBAC4A2-0862-43E0-AD1D-D81E2F8D4DD9,OTHER PEDALCYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,OTHER PEDALCYCLIST,NONE DETECTED,NONE DETECTED
MCP94120003,170532808,Montgomery County Police,Injury Crash,9/24/2017 10:47,Maryland (State),BRADLEY BLVD,County,OLD CHESTER RD,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3D151D09-1A0B-4EEA-861D-4785C19CEDD6,Yes,POSSIBLE INJURY,UNKNOWN,MD,C5522504-5D9B-4AEC-81FA-3162DF18AD67,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,30,No,No,2004,DODG,TK,NO MISUSE,38.984815,-77.11512167,CD736706-E64A-42C1-AD8A-C092296465F2,OTHER,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP28990040,200042035,Montgomery County Police,Injury Crash,10/24/2020 21:41,County,MONTGOMERY VILLAGE AVE,Maryland (State),MIDCOUNTY HWY,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,UNKNOWN,40CB34F0-3A13-4B66-B6E2-4FD9E40F8453,No,NO APPARENT INJURY,NOT DISTRACTED,MD,0AB8356F-007F-4F1A-9897-DA80C37949CD,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2014,HYUNDAI,SONATA,NO MISUSE,39.15993033,-77.20247867,224279B8-6EB3-492A-A695-45374A9F72F2,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,UNKNOWN
MCP3305001T,220032397,Montgomery County Police,Injury Crash,7/28/2022 5:07,Maryland (State),NEW HAMPSHIRE AVE,County,POWDER MILL RD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,0DD8F395-6370-4247-8C09-5116FAF214D7,Yes,NO APPARENT INJURY,UNKNOWN,MD,7BEC2C15-6F84-4B41-BA28-306006E07918,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,South,South,35,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.04573167,-76.99053167,697F2A4F-5458-4EA6-89E2-AABCEFB9AC4B,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2727001X,170551332,Montgomery County Police,Injury Crash,12/30/2017 11:42,County,KINGSVIEW VILLAGE AVE,Maryland (State),CLOPPER RD,PEDESTRIAN,OTHER,CLEAR,SNOW,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,204C145F-3342-4ED2-AD2F-1E0CA2F769F3,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,9FA75899-9DE7-4DFA-9BAC-291D5649A2F2,SUPERFICIAL,TWELVE OCLOCK,ROOF TOP,PASSENGER CAR,STARTING FROM LANE,North,North,30,No,No,2013,HOND,CIVIC,NO MISUSE,39.16058833,-77.27899,6E701576-F87F-4ED1-8334-7CBDC62A7243,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD56100029,17000269,Rockville Police Departme,Injury Crash,1/2/2017 18:02,Municipality,BROADWOOD DR,Maryland (State),VEIRS MILL RD,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,8033EE38-B7AB-4CFC-AF94-593FCE1C5D3C,Yes,NO APPARENT INJURY,UNKNOWN,MD,68E4CBDA-B459-4752-927D-6DB624FC37A4,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,South,35,No,No,2004,SATU,TK,NO MISUSE,39.077227,-77.1239875,23274701-58FA-4A5C-89E4-7C69F891C217,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP14380083,190011434,Montgomery County Police,Injury Crash,3/12/2019 12:35,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3DA4F207-EF15-4E60-BA30-5FA4BA610E02,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,463A4490-63F4-409F-B429-BB883EF409CB,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,10,No,No,2009,HYUN,4S,NO MISUSE,39.11990667,-77.181965,76CEB3F4-1A93-4B16-9D4B-3C1377B440DE,PEDESTRIAN,Other,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP9419000H,16006562,Montgomery County Police,Injury Crash,2/8/2016 14:17,Municipality,HALSEY RD,Municipality,ARDENNES AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,86EE21FE-7221-4AC8-92D4-27EFC054187F,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,1BED31D5-F6C1-4ED3-94E6-30DEAD37BDB6,NO DAMAGE,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,West,25,No,No,2013,BMW,4S,NO MISUSE,39.07601803,-77.11702824,D960AE00-4986-4865-BEDE-996C5EC2A45E,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,Unknown,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2975001H,17009667,Montgomery County Police,Injury Crash,2/22/2017 23:12,Maryland (State),GEORGIA AVE,County,VERONA DR,BICYCLIST,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,NONE DETECTED,92B673EC-4160-47E5-9336-EB1BECA93997,Yes,NO APPARENT INJURY,UNKNOWN,MD,C7CE4D2C-A037-4121-A491-489E7CA052D5,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,2014,NISSAN,MAXIMA,NO MISUSE,39.07427333,-77.067235,B445C9D4-AF8A-487F-A58B-FA7E2A6A3F6C,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,REFLECTIVE MATERIAL,No,SUSPECTED MINOR INJURY,BICYCLIST,ALCOHOL PRESENT,NONE DETECTED
MCP28290034,170507166,Montgomery County Police,Injury Crash,5/11/2017 5:08,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,BICYCLIST,OTHER,CLOUDY,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,A38F5239-18AA-4F41-AF28-D429F4ED7C98,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,BE950D9B-30D6-4B3D-B6B4-2057BFC9C209,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,South,South,25,No,No,0,UNKNOWN,UNKNOWN,NO MISUSE,38.99609,-77.11640667,FFA78389-F251-43A3-8891-A0DE8EC2B311,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,UNKNOWN,No,SUSPECTED SERIOUS INJURY,BICYCLIST,UNKNOWN,NONE DETECTED
